OrderDate,OrderNumber,IDProduct,IDLocation,OrderLineItem,OrderQuantity,PaymentMethod,IDCustomer
2024-10-03,O040455,170,4,2,2,Google Pay,C06988
2024-04-24,O032180,162,6,1,1,PayPal,C04778
2024-02-23,O029129,26,6,1,2,PayPal,C12272
2024-02-23,O029129,39,6,2,1,PayPal,C12272
2024-12-21,O044485,204,4,1,1,Credit Card,C01048
2024-06-12,O034662,119,1,1,1,PayPal,C06448
2024-06-12,O034662,128,1,2,1,PayPal,C06448
2024-03-15,O030180,203,4,1,1,Credit Card,C12991
2024-11-21,O043008,217,1,1,1,Google Pay,C15946
2024-11-21,O043008,174,1,2,2,Google Pay,C15946
2024-02-01,O027929,168,9,1,1,PayPal,C05756
2024-04-13,O031609,274,10,1,1,PayPal,C00706
2024-04-13,O031609,208,10,2,2,PayPal,C00706
2024-04-06,O031211,57,6,1,1,Credit Card,C08604
2024-04-06,O031211,156,6,2,1,Credit Card,C08604
2024-11-20,O042952,225,2,1,1,PayPal,C15300
2024-10-11,O040885,194,9,1,1,Apple Pay,C15457
2024-10-11,O040885,81,9,2,2,Apple Pay,C15457
2024-10-07,O040685,156,4,1,1,PayPal,C13546
2024-10-07,O040685,270,4,2,2,PayPal,C13546
2024-07-05,O035824,246,4,1,2,Credit Card,C17836
2024-05-31,O034022,10,3,1,2,PayPal,C17649
2024-11-03,O042039,209,4,1,1,PayPal,C17376
2024-11-03,O042039,226,4,2,1,PayPal,C17376
2024-10-02,O040396,264,4,1,1,Google Pay,C01915
2024-07-11,O036132,264,2,1,1,Google Pay,C05250
2024-07-11,O036132,266,2,2,1,Google Pay,C05250
2024-05-30,O033966,160,8,1,1,Google Pay,C17637
2024-05-30,O033966,148,8,2,2,Google Pay,C17637
2024-09-15,O039524,240,4,1,1,Apple Pay,C12081
2024-01-05,O026585,134,4,1,2,Apple Pay,C15444
2024-10-25,O041600,247,5,1,1,Credit Card,C12836
2024-12-27,O044708,255,9,1,1,Credit Card,C00957
2024-08-24,O038389,143,10,1,1,Apple Pay,C04797
2024-11-04,O042095,181,7,1,1,Credit Card,C12136
2024-11-04,O042095,257,7,2,2,Credit Card,C12136
2024-05-27,O033800,219,6,1,1,Apple Pay,C10226
2024-09-13,O039406,201,6,1,1,PayPal,C05415
2024-07-03,O035733,167,6,1,1,Credit Card,C12969
2024-03-22,O030542,76,7,1,1,Google Pay,C15236
2024-03-22,O030542,198,7,2,1,Google Pay,C15236
2024-06-05,O034277,218,4,1,1,Credit Card,C14246
2024-01-12,O026923,64,10,1,1,Credit Card,C07049
2024-01-12,O026923,54,10,2,1,Credit Card,C07049
2024-05-09,O032925,273,2,1,1,Credit Card,C08787
2024-10-13,O040996,229,3,1,1,Apple Pay,C05240
2024-10-13,O040996,44,3,2,2,Apple Pay,C05240
2024-08-21,O038240,189,6,1,1,Credit Card,C06965
2024-06-26,O035398,276,3,1,1,Apple Pay,C08168
2024-07-27,O036946,44,1,1,1,Apple Pay,C04122
2024-12-21,O044486,170,6,1,2,PayPal,C07033
2024-12-21,O044486,202,6,2,2,PayPal,C07033
2024-11-03,O042040,31,4,1,2,Credit Card,C03218
2024-03-18,O030346,186,9,1,1,Credit Card,C06853
2024-03-18,O030346,86,9,2,1,Credit Card,C06853
2024-01-30,O027825,36,6,1,1,Google Pay,C08548
2024-01-30,O027825,136,6,2,2,Google Pay,C08548
2024-07-14,O036273,185,7,1,1,PayPal,C05525
2024-01-02,O026427,213,2,1,1,Credit Card,C15524
2024-01-02,O026427,239,2,2,1,Credit Card,C15524
2024-09-07,O039069,216,4,1,1,PayPal,C11610
2024-12-04,O043653,128,8,1,2,Credit Card,C10748
2024-12-04,O043653,168,8,2,1,Credit Card,C10748
2024-09-18,O039688,213,3,1,1,Credit Card,C04791
2024-09-18,O039688,90,3,2,2,Credit Card,C04791
2024-03-07,O029777,206,8,1,1,PayPal,C06834
2024-03-07,O029777,133,8,2,1,PayPal,C06834
2024-02-14,O028611,223,4,1,2,Google Pay,C10651
2024-12-05,O043709,54,7,1,1,PayPal,C05872
2024-08-27,O038532,216,9,1,2,Google Pay,C02154
2024-05-07,O032827,90,4,1,1,PayPal,C07923
2024-05-15,O033227,157,4,1,2,PayPal,C11511
2024-08-05,O037387,256,5,1,1,Credit Card,C13418
2024-08-05,O037387,74,5,2,1,Credit Card,C13418
2024-02-13,O028569,205,4,1,1,Apple Pay,C09673
2024-02-13,O028569,128,4,2,2,Apple Pay,C09673
2024-08-19,O038139,240,7,1,1,Credit Card,C03396
2024-05-05,O032734,243,6,1,2,Credit Card,C15977
2024-04-27,O032340,255,7,1,1,Credit Card,C09046
2024-04-27,O032340,51,7,2,1,Credit Card,C09046
2024-04-19,O031914,134,3,1,1,Credit Card,C09819
2024-04-19,O031914,33,3,2,1,Credit Card,C09819
2024-12-31,O044915,254,6,1,1,Apple Pay,C15685
2024-02-22,O029057,79,5,1,1,Credit Card,C17289
2024-02-22,O029057,65,5,2,1,Credit Card,C17289
2024-03-30,O030940,226,6,1,1,PayPal,C16882
2024-03-10,O029957,255,9,1,1,Apple Pay,C08276
2024-03-10,O029957,166,9,2,1,Apple Pay,C08276
2024-03-07,O029778,217,6,1,1,PayPal,C09731
2024-11-14,O042633,127,5,1,1,Credit Card,C02514
2024-07-23,O036739,166,3,1,1,Credit Card,C14021
2024-01-04,O026534,161,9,1,1,Credit Card,C00523
2024-04-04,O031111,196,10,1,2,Credit Card,C04722
2024-04-04,O031111,239,10,2,1,Credit Card,C04722
2024-11-22,O043064,253,3,1,2,Credit Card,C01460
2024-11-22,O043064,266,3,2,2,Credit Card,C01460
2024-08-12,O037761,223,5,1,4,Apple Pay,C07459
2024-01-28,O027739,214,2,1,1,PayPal,C07326
2024-12-05,O043710,137,6,1,1,Credit Card,C10591
2024-04-17,O031819,91,9,1,2,Apple Pay,C12072
2024-12-01,O043497,46,10,1,1,PayPal,C16682
2024-12-01,O043497,113,10,2,6,PayPal,C16682
2024-08-31,O038716,229,4,1,2,Credit Card,C02189
2024-05-02,O032561,263,3,1,1,Credit Card,C14373
2024-12-19,O044379,209,6,1,1,Google Pay,C09658
2024-03-27,O030803,249,7,1,1,Credit Card,C11352
2024-05-24,O033651,137,6,1,1,PayPal,C08046
2024-10-24,O041537,262,10,1,1,PayPal,C12248
2024-02-12,O028510,29,3,1,2,Credit Card,C16168
2024-12-20,O044423,75,3,1,2,Apple Pay,C01495
2024-07-13,O036227,230,2,1,1,Credit Card,C02356
2024-07-13,O036227,142,2,2,1,Credit Card,C02356
2024-12-14,O044133,238,3,1,2,Credit Card,C02165
2024-03-22,O030543,214,7,1,1,PayPal,C03128
2024-06-01,O034066,131,10,1,2,Apple Pay,C06626
2024-03-26,O030747,240,3,1,1,Apple Pay,C05988
2024-09-09,O039182,67,4,1,1,Google Pay,C14970
2024-08-14,O037885,167,2,1,1,Credit Card,C15318
2024-08-14,O037885,119,2,2,2,Credit Card,C15318
2024-01-05,O026586,233,9,1,2,PayPal,C08740
2024-01-05,O026586,184,9,2,1,PayPal,C08740
2024-05-27,O033801,274,10,1,1,PayPal,C17477
2024-01-04,O026535,260,6,1,2,Credit Card,C13182
2024-03-24,O030636,244,9,1,1,Google Pay,C11312
2024-03-24,O030636,157,9,2,2,Google Pay,C11312
2024-07-26,O036895,258,7,1,2,PayPal,C16453
2024-07-26,O036895,207,7,2,2,PayPal,C16453
2024-12-11,O043987,233,3,1,2,Apple Pay,C12583
2024-12-11,O043987,260,3,2,1,Apple Pay,C12583
2024-12-11,O043987,90,3,3,2,Apple Pay,C12583
2024-06-20,O035061,76,2,1,2,PayPal,C15028
2024-11-11,O042483,207,3,1,1,Credit Card,C00866
2024-10-28,O041737,52,2,1,1,Credit Card,C12090
2024-10-28,O041737,149,2,2,1,Credit Card,C12090
2024-11-01,O041919,239,3,1,1,PayPal,C08264
2024-11-24,O043157,150,7,1,1,PayPal,C11591
2024-01-04,O026536,230,6,1,1,Credit Card,C09661
2024-09-25,O040027,186,2,1,1,Credit Card,C00268
2024-09-25,O040027,208,2,2,1,Credit Card,C00268
2024-09-25,O040028,275,3,1,1,Credit Card,C04552
2024-03-01,O029474,265,2,1,5,Credit Card,C00086
2024-03-01,O029474,200,2,2,1,Credit Card,C00086
2024-03-01,O029474,222,2,3,2,Credit Card,C00086
2024-10-30,O041836,261,4,1,1,Apple Pay,C05347
2024-09-30,O040296,171,5,1,1,Credit Card,C02944
2024-04-10,O031430,236,6,1,2,PayPal,C17116
2024-04-10,O031430,156,6,2,1,PayPal,C17116
2024-04-14,O031663,216,9,1,1,Credit Card,C03800
2024-10-16,O041144,219,10,1,1,Credit Card,C00102
2024-10-16,O041144,213,10,2,1,Credit Card,C00102
2024-10-16,O041144,236,10,3,1,Credit Card,C00102
2024-09-19,O039735,35,6,1,1,PayPal,C01198
2024-09-19,O039735,110,6,2,1,PayPal,C01198
2024-02-17,O028790,53,2,1,1,Apple Pay,C11052
2024-01-12,O026924,82,7,1,1,PayPal,C17705
2024-04-26,O032278,153,7,1,1,PayPal,C01256
2024-04-23,O032115,150,1,1,1,Credit Card,C15776
2024-02-12,O028511,75,4,1,1,Google Pay,C05428
2024-02-12,O028511,273,4,2,1,Google Pay,C05428
2024-03-27,O030804,236,8,1,1,Credit Card,C17686
2024-04-15,O031717,107,2,1,2,Credit Card,C10883
2024-04-15,O031717,96,2,2,2,Credit Card,C10883
2024-05-03,O032626,12,6,1,1,Credit Card,C04745
2024-12-13,O044085,136,6,1,1,Credit Card,C00254
2024-12-03,O043599,211,4,1,1,Credit Card,C05357
2024-06-26,O035399,233,3,1,1,Credit Card,C04465
2024-10-15,O041096,272,8,1,10,Credit Card,C16562
2024-10-15,O041096,209,8,2,2,Credit Card,C16562
2024-07-13,O036228,56,2,1,1,Google Pay,C00700
2024-07-13,O036228,171,2,2,1,Google Pay,C00700
2024-07-13,O036228,184,2,3,1,Google Pay,C00700
2024-11-06,O042219,146,5,1,1,Apple Pay,C16283
2024-08-26,O038488,149,3,1,1,Apple Pay,C08600
2024-11-03,O042041,216,1,1,1,PayPal,C13537
2024-11-03,O042041,206,1,2,1,PayPal,C13537
2024-01-06,O026628,258,8,1,1,Apple Pay,C07186
2024-08-12,O037762,63,10,1,2,Apple Pay,C05097
2024-08-03,O037308,220,4,1,1,PayPal,C08010
2024-08-03,O037308,158,4,2,1,PayPal,C08010
2024-11-25,O043213,34,8,1,2,Credit Card,C12448
2024-08-09,O037597,93,6,1,2,Credit Card,C00378
2024-11-20,O042953,68,7,1,1,Credit Card,C06077
2024-02-12,O028512,115,4,1,1,Credit Card,C05970
2024-01-25,O027602,211,3,1,1,PayPal,C04555
2024-07-08,O035982,79,7,1,1,PayPal,C01466
2024-07-08,O035982,250,7,2,1,PayPal,C01466
2024-12-07,O043814,81,4,1,2,Credit Card,C12648
2024-02-15,O028680,63,2,1,1,Credit Card,C00822
2024-04-11,O031487,170,4,1,1,Credit Card,C09361
2024-04-11,O031487,214,4,2,1,Credit Card,C09361
2024-10-18,O041220,238,6,1,1,Credit Card,C06416
2024-10-18,O041220,238,6,2,1,Credit Card,C06416
2024-11-19,O042900,275,3,1,1,PayPal,C16521
2024-11-19,O042900,62,3,2,1,PayPal,C16521
2024-06-14,O034771,108,10,1,2,Credit Card,C07267
2024-12-29,O044814,87,3,1,1,Credit Card,C12503
2024-08-24,O038390,151,2,1,2,Credit Card,C08845
2024-10-26,O041648,231,2,1,1,Apple Pay,C03114
2024-10-26,O041648,45,2,2,1,Apple Pay,C03114
2024-07-24,O036795,113,8,1,1,Credit Card,C01149
2024-10-24,O041538,54,3,1,1,Credit Card,C01940
2024-10-24,O041538,212,3,2,2,Credit Card,C01940
2024-05-02,O032562,237,6,1,1,PayPal,C03706
2024-09-16,O039589,172,6,1,1,Credit Card,C14352
2024-09-16,O039589,43,6,2,2,Credit Card,C14352
2024-06-20,O035062,185,3,1,1,Apple Pay,C01963
2024-06-20,O035062,168,3,2,1,Apple Pay,C01963
2024-04-10,O031431,273,2,1,1,Credit Card,C10955
2024-04-10,O031431,6,2,2,2,Credit Card,C10955
2024-05-23,O033605,271,2,1,1,Credit Card,C12278
2024-05-23,O033605,75,2,2,2,Credit Card,C12278
2024-05-23,O033605,108,2,3,2,Credit Card,C12278
2024-07-11,O036133,222,3,1,1,Google Pay,C10061
2024-05-19,O033414,130,3,1,1,Google Pay,C13357
2024-08-25,O038442,107,10,1,1,Credit Card,C15049
2024-01-08,O026729,170,7,1,1,PayPal,C09612
2024-01-08,O026729,99,7,2,1,PayPal,C09612
2024-04-12,O031540,265,3,1,4,Credit Card,C15706
2024-05-15,O033228,48,3,1,1,Credit Card,C01228
2024-01-25,O027603,201,6,1,1,Credit Card,C07542
2024-01-25,O027603,263,6,2,1,Credit Card,C07542
2024-07-30,O037088,49,5,1,1,PayPal,C01070
2024-04-06,O031212,163,2,1,1,PayPal,C12521
2024-04-06,O031212,201,2,2,2,PayPal,C12521
2024-07-13,O036229,207,8,1,2,Credit Card,C05301
2024-07-13,O036229,218,8,2,1,Credit Card,C05301
2024-03-05,O029677,104,6,1,1,Credit Card,C00829
2024-06-28,O035493,214,2,1,1,Credit Card,C08622
2024-06-28,O035493,270,2,2,1,Credit Card,C08622
2024-06-28,O035493,137,2,3,1,Credit Card,C08622
2024-09-06,O039019,244,7,1,1,PayPal,C04140
2024-09-06,O039019,45,7,2,1,PayPal,C04140
2024-07-12,O036193,220,6,1,1,PayPal,C09248
2024-09-15,O039525,266,5,1,1,Credit Card,C02671
2024-06-09,O034489,168,6,1,1,PayPal,C13872
2024-09-23,O039937,271,6,1,1,Credit Card,C01981
2024-01-04,O026537,127,3,1,1,Credit Card,C13914
2024-01-04,O026537,98,3,2,1,Credit Card,C13914
2024-10-21,O041380,219,8,1,2,Google Pay,C06262
2024-04-29,O032449,201,4,1,1,Credit Card,C00832
2024-04-29,O032449,233,4,2,2,Credit Card,C00832
2024-04-30,O032505,268,10,1,1,Credit Card,C01029
2024-12-31,O044916,125,4,1,1,Credit Card,C06138
2024-12-31,O044916,247,4,2,2,Credit Card,C06138
2024-12-31,O044916,15,4,3,2,Credit Card,C06138
2024-07-27,O036947,184,10,1,2,PayPal,C14401
2024-02-18,O028835,254,6,1,1,Apple Pay,C10214
2024-12-10,O043944,198,4,1,1,Credit Card,C17636
2024-12-10,O043944,266,4,2,2,Credit Card,C17636
2024-03-07,O029779,28,6,1,1,Credit Card,C01159
2024-05-26,O033746,51,5,1,1,Credit Card,C17849
2024-11-09,O042363,276,9,1,2,Credit Card,C09409
2024-07-30,O037089,130,6,1,1,PayPal,C12245
2024-06-10,O034545,54,10,1,1,Credit Card,C17612
2024-06-10,O034545,188,10,2,1,Credit Card,C17612
2024-08-19,O038140,197,4,1,1,Credit Card,C07452
2024-08-19,O038140,229,4,2,2,Credit Card,C07452
2024-08-19,O038140,202,4,3,1,Credit Card,C07452
2024-10-02,O040397,203,9,1,1,PayPal,C13382
2024-06-04,O034228,267,5,1,2,Credit Card,C02000
2024-10-29,O041778,275,4,1,1,Credit Card,C14813
2024-10-29,O041778,276,4,2,2,Credit Card,C14813
2024-10-29,O041778,85,4,3,1,Credit Card,C14813
2024-09-08,O039131,258,7,1,2,Credit Card,C12499
2024-09-09,O039183,44,4,1,2,PayPal,C14516
2024-05-14,O033173,244,2,1,2,Apple Pay,C14575
2024-09-14,O039464,247,4,1,1,Apple Pay,C11586
2024-01-22,O027460,194,9,1,1,PayPal,C08664
2024-12-20,O044424,48,3,1,1,Credit Card,C13157
2024-05-17,O033328,136,4,1,2,Credit Card,C03575
2024-01-24,O027556,263,8,1,5,Credit Card,C02943
2024-04-09,O031373,84,8,1,1,PayPal,C15650
2024-04-09,O031373,167,8,2,2,PayPal,C15650
2024-12-11,O043988,109,6,1,1,Apple Pay,C15774
2024-12-11,O043988,257,6,2,1,Apple Pay,C15774
2024-06-29,O035543,123,7,1,1,PayPal,C03741
2024-06-29,O035543,93,7,2,1,PayPal,C03741
2024-10-12,O040941,203,2,1,1,Credit Card,C17210
2024-10-12,O040941,109,2,2,1,Credit Card,C17210
2024-03-15,O030181,208,3,1,1,Credit Card,C09995
2024-10-24,O041539,201,7,1,2,Credit Card,C00086
2024-04-09,O031374,118,7,1,2,Credit Card,C13456
2024-05-28,O033856,241,3,1,1,Credit Card,C04952
2024-08-18,O038092,45,8,1,1,Credit Card,C11687
2024-08-18,O038092,169,8,2,2,Credit Card,C11687
2024-09-29,O040236,53,2,1,1,Credit Card,C02211
2024-09-29,O040236,202,2,2,2,Credit Card,C02211
2024-01-22,O027461,50,4,1,1,Credit Card,C03898
2024-08-08,O037546,200,6,1,2,PayPal,C09001
2024-08-08,O037546,108,6,2,1,PayPal,C09001
2024-08-20,O038202,262,4,1,2,Apple Pay,C09049
2024-03-24,O030637,188,4,1,2,PayPal,C11025
2024-01-07,O026670,270,5,1,2,Apple Pay,C10226
2024-10-21,O041381,223,2,1,1,Credit Card,C09039
2024-01-13,O026973,54,5,1,1,Credit Card,C03061
2024-01-19,O027291,137,4,1,1,Credit Card,C03421
2024-04-30,O032506,251,5,1,1,Credit Card,C01307
2024-04-23,O032116,241,2,1,1,Credit Card,C02131
2024-08-02,O037258,219,7,1,1,PayPal,C01615
2024-08-06,O037434,170,6,1,1,Credit Card,C14076
2024-08-06,O037434,48,6,2,2,Credit Card,C14076
2024-05-12,O033063,52,3,1,2,Credit Card,C17291
2024-12-27,O044709,46,9,1,2,Credit Card,C01313
2024-04-13,O031610,241,2,1,1,Credit Card,C09865
2024-04-13,O031610,63,2,2,1,Credit Card,C09865
2024-11-11,O042484,205,6,1,1,Credit Card,C08792
2024-12-31,O044917,227,2,1,1,Google Pay,C12351
2024-07-17,O036425,207,3,1,1,Credit Card,C03663
2024-07-17,O036425,224,3,2,2,Credit Card,C03663
2024-09-20,O039786,181,3,1,1,PayPal,C17744
2024-09-07,O039070,23,8,1,2,Apple Pay,C11298
2024-09-07,O039070,265,8,2,2,Apple Pay,C11298
2024-09-27,O040135,220,5,1,2,Credit Card,C08438
2024-01-03,O026491,78,7,1,1,PayPal,C16024
2024-01-03,O026491,217,7,2,1,PayPal,C16024
2024-06-22,O035169,173,8,1,1,PayPal,C00897
2024-02-09,O028359,216,5,1,1,Credit Card,C05126
2024-06-04,O034229,129,2,1,2,Credit Card,C09065
2024-04-14,O031664,28,2,1,2,Credit Card,C02653
2024-09-11,O039300,276,4,1,1,Credit Card,C07085
2024-09-11,O039300,53,4,2,1,Credit Card,C07085
2024-07-04,O035778,30,5,1,1,Apple Pay,C16050
2024-08-25,O038443,249,3,1,1,Credit Card,C05312
2024-07-17,O036426,255,5,1,2,Credit Card,C11279
2024-03-17,O030287,197,8,1,1,Apple Pay,C15954
2024-03-17,O030287,11,8,2,1,Apple Pay,C15954
2024-04-14,O031665,156,6,1,1,Credit Card,C02052
2024-04-14,O031665,262,6,2,2,Credit Card,C02052
2024-06-16,O034875,223,4,1,1,Credit Card,C09984
2024-02-04,O028079,1,4,1,1,Credit Card,C10135
2024-01-04,O026538,79,6,1,2,Google Pay,C10471
2024-12-03,O043600,18,6,1,1,Credit Card,C08831
2024-12-03,O043600,114,6,2,1,Credit Card,C08831
2024-02-04,O028080,78,4,1,2,Credit Card,C01029
2024-10-25,O041601,229,2,1,2,PayPal,C10875
2024-11-10,O042414,119,9,1,2,Apple Pay,C00601
2024-11-10,O042414,207,9,2,1,Apple Pay,C00601
2024-05-04,O032675,187,6,1,1,Credit Card,C15407
2024-05-04,O032675,239,6,2,1,Credit Card,C15407
2024-08-07,O037494,204,6,1,2,Credit Card,C03981
2024-08-07,O037494,36,6,2,1,Credit Card,C03981
2024-06-16,O034876,38,6,1,2,PayPal,C08753
2024-11-02,O041984,59,3,1,2,PayPal,C05690
2024-03-20,O030435,237,10,1,5,PayPal,C15343
2024-11-19,O042901,243,3,1,4,PayPal,C14966
2024-11-19,O042901,213,3,2,1,PayPal,C14966
2024-09-24,O039978,255,4,1,1,PayPal,C06592
2024-04-28,O032400,266,6,1,1,PayPal,C10747
2024-04-22,O032063,184,8,1,2,Credit Card,C05150
2024-06-07,O034384,206,9,1,2,Apple Pay,C08582
2024-06-07,O034384,62,9,2,2,Apple Pay,C08582
2024-12-11,O043989,80,3,1,1,PayPal,C00335
2024-08-26,O038489,261,10,1,1,PayPal,C06284
2024-02-14,O028612,192,2,1,2,Apple Pay,C02612
2024-08-16,O037991,238,9,1,1,Credit Card,C16079
2024-08-16,O037991,236,9,2,1,Credit Card,C16079
2024-08-08,O037547,209,6,1,1,Credit Card,C15748
2024-08-08,O037547,68,6,2,1,Credit Card,C15748
2024-02-11,O028469,68,3,1,1,Credit Card,C08230
2024-11-07,O042271,267,3,1,2,Google Pay,C04693
2024-11-07,O042271,240,3,2,1,Google Pay,C04693
2024-12-23,O044594,106,4,1,1,Credit Card,C10619
2024-12-23,O044594,155,4,2,2,Credit Card,C10619
2024-12-23,O044594,273,4,3,1,Credit Card,C10619
2024-05-29,O033918,201,7,1,1,Credit Card,C16800
2024-08-11,O037712,82,5,1,1,PayPal,C01883
2024-10-29,O041779,13,2,1,1,Credit Card,C16339
2024-04-07,O031272,36,6,1,1,Credit Card,C17817
2024-04-02,O031032,57,10,1,1,Credit Card,C10934
2024-08-31,O038717,250,4,1,1,Credit Card,C17497
2024-08-31,O038717,205,4,2,2,Credit Card,C17497
2024-06-09,O034490,201,5,1,2,Credit Card,C15212
2024-06-09,O034490,192,5,2,2,Credit Card,C15212
2024-06-24,O035304,207,2,1,1,Credit Card,C11480
2024-02-29,O029436,74,2,1,1,PayPal,C04371
2024-04-12,O031541,90,6,1,2,PayPal,C05483
2024-08-08,O037548,110,10,1,2,PayPal,C07634
2024-01-18,O027232,223,6,1,2,PayPal,C15998
2024-10-15,O041097,195,4,1,1,Credit Card,C13988
2024-01-08,O026730,84,5,1,1,PayPal,C01457
2024-05-10,O032971,216,6,1,1,Apple Pay,C17187
2024-05-10,O032971,275,6,2,1,Apple Pay,C17187
2024-08-25,O038444,137,8,1,1,Credit Card,C06051
2024-08-25,O038444,167,8,2,1,Credit Card,C06051
2024-01-24,O027557,72,6,1,2,Credit Card,C17263
2024-02-11,O028470,136,3,1,2,Credit Card,C00534
2024-07-07,O035929,55,3,1,2,Credit Card,C12297
2024-06-06,O034336,93,7,1,2,Credit Card,C03791
2024-12-06,O043757,267,6,1,1,Google Pay,C14517
2024-02-04,O028081,241,6,1,1,Apple Pay,C16355
2024-07-18,O036487,117,2,1,2,Credit Card,C13096
2024-05-27,O033802,230,6,1,2,Credit Card,C08831
2024-01-09,O026785,198,2,1,2,PayPal,C15930
2024-07-13,O036230,186,10,1,1,Credit Card,C08054
2024-10-03,O040456,259,9,1,1,Credit Card,C01416
2024-03-16,O030233,122,10,1,2,Credit Card,C09013
2024-03-07,O029780,206,1,1,1,Credit Card,C02289
2024-03-07,O029780,169,1,2,1,Credit Card,C02289
2024-03-07,O029780,50,1,3,1,Credit Card,C02289
2024-10-08,O040730,55,4,1,1,PayPal,C08607
2024-06-28,O035494,204,3,1,2,Credit Card,C06983
2024-10-23,O041494,173,10,1,1,Credit Card,C04865
2024-06-16,O034877,213,4,1,1,PayPal,C14226
2024-06-16,O034877,155,4,2,1,PayPal,C14226
2024-06-26,O035400,19,5,1,1,Apple Pay,C17152
2024-06-26,O035400,56,5,2,1,Apple Pay,C17152
2024-01-30,O027826,264,7,1,2,Google Pay,C15822
2024-02-17,O028791,217,2,1,2,PayPal,C03143
2024-09-30,O040297,214,8,1,1,Credit Card,C02125
2024-11-20,O042954,61,3,1,1,Credit Card,C14669
2024-11-20,O042954,133,3,2,1,Credit Card,C14669
2024-05-02,O032563,166,9,1,1,Credit Card,C02364
2024-05-02,O032563,232,9,2,1,Credit Card,C02364
2024-05-26,O033747,59,2,1,1,PayPal,C16573
2024-03-03,O029568,268,1,1,1,Credit Card,C09708
2024-03-03,O029568,218,1,2,1,Credit Card,C09708
2024-02-01,O027930,236,1,1,2,Credit Card,C11343
2024-07-20,O036594,242,10,1,1,Credit Card,C04040
2024-07-20,O036594,77,10,2,2,Credit Card,C04040
2024-03-23,O030593,267,4,1,2,Credit Card,C03082
2024-06-18,O034973,31,8,1,2,PayPal,C05781
2024-06-18,O034973,256,8,2,1,PayPal,C05781
2024-06-19,O035020,237,3,1,2,Credit Card,C00539
2024-03-01,O029475,218,3,1,1,Google Pay,C15269
2024-06-06,O034337,184,6,1,1,Credit Card,C16263
2024-04-30,O032507,171,6,1,1,Apple Pay,C05652
2024-02-25,O029235,90,2,1,2,Credit Card,C15940
2024-02-25,O029235,108,2,2,2,Credit Card,C15940
2024-10-19,O041265,200,3,1,1,Credit Card,C17180
2024-10-19,O041265,209,3,2,1,Credit Card,C17180
2024-10-06,O040627,246,4,1,1,Credit Card,C00514
2024-02-03,O028020,97,4,1,2,Apple Pay,C12386
2024-02-03,O028020,121,4,2,1,Apple Pay,C12386
2024-07-11,O036134,221,6,1,1,Credit Card,C08398
2024-07-11,O036134,197,6,2,1,Credit Card,C08398
2024-07-11,O036134,246,6,3,2,Credit Card,C08398
2024-10-23,O041495,160,4,1,1,Google Pay,C15861
2024-11-10,O042415,35,3,1,1,Credit Card,C04745
2024-11-10,O042415,232,3,2,1,Credit Card,C04745
2024-10-30,O041837,234,5,1,1,Apple Pay,C02931
2024-04-27,O032341,108,3,1,2,Credit Card,C03651
2024-04-27,O032341,12,3,2,2,Credit Card,C03651
2024-02-03,O028021,114,5,1,1,Google Pay,C15447
2024-05-05,O032735,157,7,1,1,PayPal,C14687
2024-12-07,O043815,48,7,1,2,Credit Card,C17289
2024-04-24,O032181,149,4,1,1,Credit Card,C14204
2024-04-24,O032181,276,4,2,1,Credit Card,C14204
2024-10-29,O041780,206,5,1,2,Credit Card,C14611
2024-08-24,O038391,71,9,1,2,PayPal,C14704
2024-11-24,O043158,174,6,1,1,Credit Card,C02092
2024-09-20,O039787,227,5,1,1,Credit Card,C08837
2024-08-21,O038241,244,6,1,1,PayPal,C13975
2024-08-21,O038241,237,6,2,1,PayPal,C13975
2024-07-09,O036032,76,7,1,2,PayPal,C11590
2024-06-09,O034491,53,3,1,2,Apple Pay,C09140
2024-06-09,O034491,264,3,2,1,Apple Pay,C09140
2024-05-14,O033174,118,2,1,1,Apple Pay,C01270
2024-05-06,O032778,168,3,1,2,Credit Card,C08872
2024-05-06,O032778,243,3,2,1,Credit Card,C08872
2024-02-29,O029437,224,9,1,1,Credit Card,C06552
2024-02-29,O029437,226,9,2,1,Credit Card,C06552
2024-11-16,O042742,172,7,1,1,Credit Card,C15850
2024-11-06,O042220,63,8,1,2,Credit Card,C02739
2024-06-13,O034717,222,10,1,1,Apple Pay,C16114
2024-08-30,O038671,271,6,1,1,Credit Card,C12736
2024-08-30,O038671,266,6,2,2,Credit Card,C12736
2024-10-08,O040731,239,8,1,1,Credit Card,C08386
2024-10-08,O040731,115,8,2,1,Credit Card,C08386
2024-05-17,O033329,68,5,1,1,Credit Card,C02298
2024-04-14,O031666,180,10,1,1,Credit Card,C04583
2024-02-04,O028082,265,10,1,1,Credit Card,C13457
2024-09-01,O038775,155,6,1,1,PayPal,C01965
2024-06-30,O035587,265,5,1,1,PayPal,C17562
2024-07-04,O035779,55,6,1,1,PayPal,C16187
2024-02-24,O029187,133,7,1,1,Credit Card,C04056
2024-02-24,O029187,207,7,2,2,Credit Card,C04056
2024-01-21,O027408,209,10,1,1,PayPal,C07840
2024-07-16,O036378,52,4,1,1,Credit Card,C13979
2024-11-20,O042955,201,6,1,1,Credit Card,C09706
2024-06-29,O035544,43,10,1,1,PayPal,C09179
2024-03-24,O030638,117,6,1,1,PayPal,C03484
2024-11-24,O043159,274,3,1,1,Credit Card,C10591
